,IncidentFromDate,PRCP,OffenseCode,Offense Description,CaseStatus,LocationLandmark
30206,2016,0.0,2699,Fraudulent Activity Offense Free ,Further Investigation,Parking Office (PTS)   178   Z2
30207,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Tech Walkway   359   Z3
30208,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Eighth Street Apartments   130   Z4
30209,2016,0.0,8399,,Closed/Cleared,Alumni-Faculty House
30210,2016,0.0,2304,Larceny - Parts from Vehicle,Closed/Cleared,Center for Assist Tech. & Environ. Access
30211,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,Beringause Building
30212,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Smith Residence Hall   6   Z2
30213,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
30214,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Paper Tricentennial Building
30215,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,
30216,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,Beringause Building
30217,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Smith Residence Hall   6   Z2
30218,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
30219,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Paper Tricentennial Building
30220,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,
30221,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,Beringause Building
30222,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Smith Residence Hall   6   Z2
30223,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
30224,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Paper Tricentennial Building
30225,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,
30226,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,Beringause Building
30227,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Smith Residence Hall   6   Z2
30228,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
30229,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Paper Tricentennial Building
30230,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,
30231,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,Beringause Building
30232,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Smith Residence Hall   6   Z2
30233,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
30234,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Paper Tricentennial Building
30235,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,
30236,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,Beringause Building
30237,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Smith Residence Hall   6   Z2
30238,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
30239,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Paper Tricentennial Building
30240,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,
30241,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,Beringause Building
30242,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Smith Residence Hall   6   Z2
30243,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
30244,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Paper Tricentennial Building
30245,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,
30246,2016,0.0,9999,Non-Crime (not reported to state),Inactive,Student Health Center
30247,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Fulmer Residence Hall   106   Z4
30248,2016,0.0,2305,Larceny - Articles from Vehicle,Closed/Cleared,Curran Street Parking Deck
30249,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Center Street Apartments
30250,2016,0.0,5707,Criminal Trespass,Closed/Cleared,Campus Recreation Center
30251,2016,0.0,3605,Indecent Exposure,Closed/Cleared,Southern Regional Education Board 125  Z4
30252,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Center Street Apartments
30253,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Eighth Street Apartments   130   Z4
30254,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building
30255,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Sigma Alpha Epsilon Fraternity Parking Lot
30256,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Peters Parking Deck
30257,2016,0.0,9999,Non-Crime (not reported to state),Inactive,Student Health Center
30258,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Fulmer Residence Hall   106   Z4
30259,2016,0.0,2305,Larceny - Articles from Vehicle,Closed/Cleared,Curran Street Parking Deck
30260,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Center Street Apartments
30261,2016,0.0,5707,Criminal Trespass,Closed/Cleared,Campus Recreation Center
30262,2016,0.0,3605,Indecent Exposure,Closed/Cleared,Southern Regional Education Board 125  Z4
30263,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Center Street Apartments
30264,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Eighth Street Apartments   130   Z4
30265,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building
30266,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Sigma Alpha Epsilon Fraternity Parking Lot
30267,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Peters Parking Deck
30268,2016,0.0,9999,Non-Crime (not reported to state),Inactive,Student Health Center
30269,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Fulmer Residence Hall   106   Z4
30270,2016,0.0,2305,Larceny - Articles from Vehicle,Closed/Cleared,Curran Street Parking Deck
30271,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Center Street Apartments
30272,2016,0.0,5707,Criminal Trespass,Closed/Cleared,Campus Recreation Center
30273,2016,0.0,3605,Indecent Exposure,Closed/Cleared,Southern Regional Education Board 125  Z4
30274,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Center Street Apartments
30275,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Eighth Street Apartments   130   Z4
30276,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building
30277,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Sigma Alpha Epsilon Fraternity Parking Lot
30278,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Peters Parking Deck
30279,2016,0.0,9999,Non-Crime (not reported to state),Inactive,Student Health Center
30280,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Fulmer Residence Hall   106   Z4
30281,2016,0.0,2305,Larceny - Articles from Vehicle,Closed/Cleared,Curran Street Parking Deck
30282,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Center Street Apartments
30283,2016,0.0,5707,Criminal Trespass,Closed/Cleared,Campus Recreation Center
30284,2016,0.0,3605,Indecent Exposure,Closed/Cleared,Southern Regional Education Board 125  Z4
30285,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Center Street Apartments
30286,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Eighth Street Apartments   130   Z4
30287,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building
30288,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Sigma Alpha Epsilon Fraternity Parking Lot
30289,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Peters Parking Deck
30290,2016,0.0,9999,Non-Crime (not reported to state),Inactive,Student Health Center
30291,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Fulmer Residence Hall   106   Z4
30292,2016,0.0,2305,Larceny - Articles from Vehicle,Closed/Cleared,Curran Street Parking Deck
30293,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Center Street Apartments
30294,2016,0.0,5707,Criminal Trespass,Closed/Cleared,Campus Recreation Center
30295,2016,0.0,3605,Indecent Exposure,Closed/Cleared,Southern Regional Education Board 125  Z4
30296,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Center Street Apartments
30297,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Eighth Street Apartments   130   Z4
30298,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building
30299,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Sigma Alpha Epsilon Fraternity Parking Lot
30300,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Peters Parking Deck
30301,2016,0.0,9999,Non-Crime (not reported to state),Inactive,Student Health Center
30302,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Fulmer Residence Hall   106   Z4
30303,2016,0.0,2305,Larceny - Articles from Vehicle,Closed/Cleared,Curran Street Parking Deck
30304,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Center Street Apartments
30305,2016,0.0,5707,Criminal Trespass,Closed/Cleared,Campus Recreation Center
30306,2016,0.0,3605,Indecent Exposure,Closed/Cleared,Southern Regional Education Board 125  Z4
30307,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Center Street Apartments
30308,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Eighth Street Apartments   130   Z4
30309,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building
30310,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Sigma Alpha Epsilon Fraternity Parking Lot
30311,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Peters Parking Deck
30312,2016,0.0,9999,Non-Crime (not reported to state),Inactive,Student Health Center
30313,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Fulmer Residence Hall   106   Z4
30314,2016,0.0,2305,Larceny - Articles from Vehicle,Closed/Cleared,Curran Street Parking Deck
30315,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Center Street Apartments
30316,2016,0.0,5707,Criminal Trespass,Closed/Cleared,Campus Recreation Center
30317,2016,0.0,3605,Indecent Exposure,Closed/Cleared,Southern Regional Education Board 125  Z4
30318,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Center Street Apartments
30319,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Eighth Street Apartments   130   Z4
30320,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Beringause Building
30321,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Sigma Alpha Epsilon Fraternity Parking Lot
30322,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Peters Parking Deck
30323,2016,0.0,2399,Larceny Offense Free Text,Further Investigation,
30324,2016,0.0,,,Closed/Cleared,Instrcutional Center Parking Lot
30325,2016,0.0,9999W,,Closed/Cleared,North Avenue  NW at State Street  NW
30326,2016,0.0,2317,Larceny - Bicycle,Inactive,Brittain Dining Hall   12   Z2
30327,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
30328,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Howell Residence Hall
30329,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Westminster Christian Fellowship
30330,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Family Apartments   180   Z1
30331,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
30332,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
30333,2016,0.0,3550,Possession of Drug Related Items/Narcotic Equipment,Closed/Cleared,10th Street  NW @ Center Street  NW
30334,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,NAA East
30335,2016,0.0,2399,Larceny Offense Free Text,Further Investigation,
30336,2016,0.0,,,Closed/Cleared,Instrcutional Center Parking Lot
30337,2016,0.0,9999W,,Closed/Cleared,North Avenue  NW at State Street  NW
30338,2016,0.0,2317,Larceny - Bicycle,Inactive,Brittain Dining Hall   12   Z2
30339,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
30340,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Howell Residence Hall
30341,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Westminster Christian Fellowship
30342,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Family Apartments   180   Z1
30343,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
30344,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
30345,2016,0.0,3550,Possession of Drug Related Items/Narcotic Equipment,Closed/Cleared,10th Street  NW @ Center Street  NW
30346,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,NAA East
30347,2016,0.0,2399,Larceny Offense Free Text,Further Investigation,
30348,2016,0.0,,,Closed/Cleared,Instrcutional Center Parking Lot
30349,2016,0.0,9999W,,Closed/Cleared,North Avenue  NW at State Street  NW
30350,2016,0.0,2317,Larceny - Bicycle,Inactive,Brittain Dining Hall   12   Z2
30351,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
30352,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Howell Residence Hall
30353,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Westminster Christian Fellowship
30354,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Family Apartments   180   Z1
30355,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
30356,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
30357,2016,0.0,3550,Possession of Drug Related Items/Narcotic Equipment,Closed/Cleared,10th Street  NW @ Center Street  NW
30358,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,NAA East
30359,2016,0.0,2399,Larceny Offense Free Text,Further Investigation,
30360,2016,0.0,,,Closed/Cleared,Instrcutional Center Parking Lot
30361,2016,0.0,9999W,,Closed/Cleared,North Avenue  NW at State Street  NW
30362,2016,0.0,2317,Larceny - Bicycle,Inactive,Brittain Dining Hall   12   Z2
30363,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
30364,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Howell Residence Hall
30365,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Westminster Christian Fellowship
30366,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Family Apartments   180   Z1
30367,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
30368,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
30369,2016,0.0,3550,Possession of Drug Related Items/Narcotic Equipment,Closed/Cleared,10th Street  NW @ Center Street  NW
30370,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,NAA East
30371,2016,0.0,2399,Larceny Offense Free Text,Further Investigation,
30372,2016,0.0,,,Closed/Cleared,Instrcutional Center Parking Lot
30373,2016,0.0,9999W,,Closed/Cleared,North Avenue  NW at State Street  NW
30374,2016,0.0,2317,Larceny - Bicycle,Inactive,Brittain Dining Hall   12   Z2
30375,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
30376,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Howell Residence Hall
30377,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Westminster Christian Fellowship
30378,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Family Apartments   180   Z1
30379,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
30380,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
30381,2016,0.0,3550,Possession of Drug Related Items/Narcotic Equipment,Closed/Cleared,10th Street  NW @ Center Street  NW
30382,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,NAA East
30383,2016,0.0,2399,Larceny Offense Free Text,Further Investigation,
30384,2016,0.0,,,Closed/Cleared,Instrcutional Center Parking Lot
30385,2016,0.0,9999W,,Closed/Cleared,North Avenue  NW at State Street  NW
30386,2016,0.0,2317,Larceny - Bicycle,Inactive,Brittain Dining Hall   12   Z2
30387,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
30388,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Howell Residence Hall
30389,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Westminster Christian Fellowship
30390,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Family Apartments   180   Z1
30391,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
30392,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
30393,2016,0.0,3550,Possession of Drug Related Items/Narcotic Equipment,Closed/Cleared,10th Street  NW @ Center Street  NW
30394,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,NAA East
30395,2016,0.0,2399,Larceny Offense Free Text,Further Investigation,
30396,2016,0.0,,,Closed/Cleared,Instrcutional Center Parking Lot
30397,2016,0.0,9999W,,Closed/Cleared,North Avenue  NW at State Street  NW
30398,2016,0.0,2317,Larceny - Bicycle,Inactive,Brittain Dining Hall   12   Z2
30399,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
30400,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Howell Residence Hall
30401,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Westminster Christian Fellowship
30402,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Family Apartments   180   Z1
30403,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
30404,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
30405,2016,0.0,3550,Possession of Drug Related Items/Narcotic Equipment,Closed/Cleared,10th Street  NW @ Center Street  NW
30406,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,NAA East
30407,2016,0.0,2399,Larceny Offense Free Text,Further Investigation,
30408,2016,0.0,,,Closed/Cleared,Instrcutional Center Parking Lot
30409,2016,0.0,9999W,,Closed/Cleared,North Avenue  NW at State Street  NW
30410,2016,0.0,2317,Larceny - Bicycle,Inactive,Brittain Dining Hall   12   Z2
30411,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
30412,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Howell Residence Hall
30413,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Westminster Christian Fellowship
30414,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Family Apartments   180   Z1
30415,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Center
30416,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,
30417,2016,0.0,3550,Possession of Drug Related Items/Narcotic Equipment,Closed/Cleared,10th Street  NW @ Center Street  NW
30418,2016,0.0,9999,Non-Crime (not reported to state),Further Investigation,NAA East
30419,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Eighth Street Apartments
30420,2016,0.0,2902,Damage to Property - Private,Inactive,Kappa Alpha Fraternity
30421,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Tech Parkway  NW @ State Street  NW
30422,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Eighth Street Apartments
30423,2016,0.0,2902,Damage to Property - Private,Inactive,Kappa Alpha Fraternity
30424,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Tech Parkway  NW @ State Street  NW
30425,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Eighth Street Apartments
30426,2016,0.0,2902,Damage to Property - Private,Inactive,Kappa Alpha Fraternity
30427,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Tech Parkway  NW @ State Street  NW
30428,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Eighth Street Apartments
30429,2016,0.0,2902,Damage to Property - Private,Inactive,Kappa Alpha Fraternity
30430,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Tech Parkway  NW @ State Street  NW
30431,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Eighth Street Apartments
30432,2016,0.0,2902,Damage to Property - Private,Inactive,Kappa Alpha Fraternity
30433,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Tech Parkway  NW @ State Street  NW
30434,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Eighth Street Apartments
30435,2016,0.0,2902,Damage to Property - Private,Inactive,Kappa Alpha Fraternity
30436,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Tech Parkway  NW @ State Street  NW
30437,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Eighth Street Apartments
30438,2016,0.0,2902,Damage to Property - Private,Inactive,Kappa Alpha Fraternity
30439,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Tech Parkway  NW @ State Street  NW
30440,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Eighth Street Apartments
30441,2016,0.0,2902,Damage to Property - Private,Inactive,Kappa Alpha Fraternity
30442,2016,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Tech Parkway  NW @ State Street  NW
30443,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Bobby Dodd Stadium
30444,2016,0.0,2204,Burglary - No Forced Entry - Residence,Closed/Cleared,Glenn Residence Hall
30445,2016,0.0,2199,Extortion Offense Free Text,Inactive,
30446,2016,0.0,2308,Larceny - From Building,Closed/Cleared,Clough Building
30447,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Clough Undergraduate Learning Center   166   Z2
30448,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Bobby Dodd Stadium
30449,2016,0.0,2204,Burglary - No Forced Entry - Residence,Closed/Cleared,Glenn Residence Hall
30450,2016,0.0,2199,Extortion Offense Free Text,Inactive,
30451,2016,0.0,2308,Larceny - From Building,Closed/Cleared,Clough Building
30452,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Clough Undergraduate Learning Center   166   Z2
30453,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Bobby Dodd Stadium
30454,2016,0.0,2204,Burglary - No Forced Entry - Residence,Closed/Cleared,Glenn Residence Hall
30455,2016,0.0,2199,Extortion Offense Free Text,Inactive,
30456,2016,0.0,2308,Larceny - From Building,Closed/Cleared,Clough Building
30457,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Clough Undergraduate Learning Center   166   Z2
30458,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Bobby Dodd Stadium
30459,2016,0.0,2204,Burglary - No Forced Entry - Residence,Closed/Cleared,Glenn Residence Hall
30460,2016,0.0,2199,Extortion Offense Free Text,Inactive,
30461,2016,0.0,2308,Larceny - From Building,Closed/Cleared,Clough Building
30462,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Clough Undergraduate Learning Center   166   Z2
30463,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Bobby Dodd Stadium
30464,2016,0.0,2204,Burglary - No Forced Entry - Residence,Closed/Cleared,Glenn Residence Hall
30465,2016,0.0,2199,Extortion Offense Free Text,Inactive,
30466,2016,0.0,2308,Larceny - From Building,Closed/Cleared,Clough Building
30467,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Clough Undergraduate Learning Center   166   Z2
30468,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Bobby Dodd Stadium
30469,2016,0.0,2204,Burglary - No Forced Entry - Residence,Closed/Cleared,Glenn Residence Hall
30470,2016,0.0,2199,Extortion Offense Free Text,Inactive,
30471,2016,0.0,2308,Larceny - From Building,Closed/Cleared,Clough Building
30472,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Clough Undergraduate Learning Center   166   Z2
30473,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Bobby Dodd Stadium
30474,2016,0.0,2204,Burglary - No Forced Entry - Residence,Closed/Cleared,Glenn Residence Hall
30475,2016,0.0,2199,Extortion Offense Free Text,Inactive,
30476,2016,0.0,2308,Larceny - From Building,Closed/Cleared,Clough Building
30477,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Clough Undergraduate Learning Center   166   Z2
30478,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Bobby Dodd Stadium
30479,2016,0.0,2204,Burglary - No Forced Entry - Residence,Closed/Cleared,Glenn Residence Hall
30480,2016,0.0,2199,Extortion Offense Free Text,Inactive,
30481,2016,0.0,2308,Larceny - From Building,Closed/Cleared,Clough Building
30482,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Clough Undergraduate Learning Center   166   Z2
30483,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,College of Architecture-West Wing   75   Z3
30484,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Library   77   Z2
30485,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Services Building
30486,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Cherry Emerson Building
30487,2016,0.0,9999W,,Further Investigation,
30488,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,College of Architecture-West Wing   75   Z3
30489,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Library   77   Z2
30490,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Services Building
30491,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Cherry Emerson Building
30492,2016,0.0,9999W,,Further Investigation,
30493,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,College of Architecture-West Wing   75   Z3
30494,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Library   77   Z2
30495,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Services Building
30496,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Cherry Emerson Building
30497,2016,0.0,9999W,,Further Investigation,
30498,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,College of Architecture-West Wing   75   Z3
30499,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Library   77   Z2
30500,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Services Building
30501,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Cherry Emerson Building
30502,2016,0.0,9999W,,Further Investigation,
30503,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,College of Architecture-West Wing   75   Z3
30504,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Library   77   Z2
30505,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Services Building
30506,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Cherry Emerson Building
30507,2016,0.0,9999W,,Further Investigation,
30508,2016,0.01,9999,Non-Crime (not reported to state),Closed/Cleared,College of Architecture-West Wing   75   Z3
30509,2016,0.01,9999,Non-Crime (not reported to state),Closed/Cleared,Library   77   Z2
30510,2016,0.01,9999,Non-Crime (not reported to state),Closed/Cleared,Student Services Building
30511,2016,0.01,9999,Non-Crime (not reported to state),Closed/Cleared,Cherry Emerson Building
30512,2016,0.01,9999W,,Further Investigation,
30513,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,College of Architecture-West Wing   75   Z3
30514,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Library   77   Z2
30515,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Services Building
30516,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Cherry Emerson Building
30517,2016,0.0,9999W,,Further Investigation,
30518,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,College of Architecture-West Wing   75   Z3
30519,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Library   77   Z2
30520,2016,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Services Building
